id,descripcion,sector,tipo_datos,etiqueta,notas,longitud,descripcion_limpia
233,Algoritmo de evaluación de riesgo de reincidencia para delitos sexuales que determina automáticamente la supervisión post-penitenciaria sin que el juez de vigilancia penitenciaria pueda modificar los parámetros,justicia,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en administración penitenciaria y control post-carcelario. La determinación automática de supervisión post-penitenciaria sin control judicial puede perpetuar la privación de libertad efectiva más allá de la condena mediante restricciones algorítmicas no revisables.,210,algoritmo evaluación riesgo reincidencia delitos sexuales determina automáticamente supervisión post-penitenciaria juez vigilancia penitenciaria modificar parámetros
234,Sistema de diagnóstico de enfermedades raras que analiza síntomas descritos por texto y determina automáticamente el protocolo diagnóstico a seguir sin supervisión de un especialista en medicina interna,sanidad,datos_personales,alto_riesgo,Anexo III punto 5a — sistemas de IA en diagnóstico de patologías de alta complejidad. El diagnóstico automático de enfermedades raras sin supervisión especializada puede resultar en protocolos incorrectos que retrasen años el diagnóstico correcto causando daño irreparable al paciente.,202,sistema diagnóstico enfermedades raras analiza síntomas descritos texto determina automáticamente protocolo diagnóstico seguir supervisión especialista medicina interna
235,Plataforma de scoring para concesión de ayudas a la dependencia que determina automáticamente el grado reconocido y las horas de atención asignadas sin revisión de trabajador social ni valoración presencial,administracion,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en acceso a servicios públicos esenciales de personas dependientes. La asignación automática de grado de dependencia sin valoración presencial puede privar a personas en situación crítica del apoyo vital necesario por errores en la evaluación remota.,206,plataforma scoring concesión ayudas dependencia determina automáticamente grado reconocido horas atención asignadas revisión trabajador social valoración presencial
236,Sistema de IA instalado en aeronaves comerciales que puede tomar el control de los sistemas de vuelo en situaciones de emergencia sin requerir confirmación de los pilotos antes de actuar,infraestructura,ninguno,alto_riesgo,Anexo III punto 2 — sistemas de IA en infraestructuras críticas de aviación. La activación autónoma sin confirmación de pilotos en emergencias puede generar conflictos de control entre el sistema y la tripulación con consecuencias catastróficas para la seguridad aérea.,186,sistema ia instalado aeronaves comerciales tomar control sistemas vuelo situaciones emergencia requerir confirmación pilotos actuar
237,Algoritmo de selección de personas para programas de reinserción laboral post-carcelaria que determina automáticamente quién accede a los recursos disponibles sin revisión de los equipos de reinserción,justicia,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en administración penitenciaria y reinserción. La selección automática de beneficiarios de programas de reinserción sin supervisión puede perpetuar las bases de la exclusión y limitar las oportunidades reales de rehabilitación de los condenados.,201,algoritmo selección personas programas reinserción laboral post-carcelaria determina automáticamente accede recursos disponibles revisión equipos reinserción
238,Sistema de detección de fraude en prestaciones de desempleo que suspende automáticamente el pago a beneficiarios identificados como sospechosos sin revisión de ningún inspector antes de la suspensión,administracion,datos_financieros,alto_riesgo,Anexo III punto 8 — sistemas de IA en decisiones sobre prestaciones de subsistencia. La suspensión automática de prestaciones de desempleo sin revisión previa puede dejar a familias sin ingresos esenciales durante semanas por falsos positivos algorítmicos sin posibilidad de recurso urgente.,199,sistema detección fraude prestaciones desempleo suspende automáticamente pago beneficiarios identificados sospechosos revisión inspector suspensión
239,Plataforma de evaluación psicológica de personal militar que determina automáticamente la aptitud para el servicio activo y las restricciones operativas sin revisión del psicólogo militar responsable,seguridad,datos_personales,alto_riesgo,Anexo III punto 4 — sistemas de IA en empleo en sectores de seguridad de alta criticidad. La determinación automática de aptitud operativa militar sin validación psicológica puede resultar en personal no apto en misiones de alto riesgo o en restricciones injustificadas de carrera profesional.,199,plataforma evaluación psicológica personal militar determina automáticamente aptitud servicio activo restricciones operativas revisión psicólogo militar responsable
240,Sistema de IA que gestiona autónomamente los sistemas de contención de emergencia en plantas de tratamiento de residuos químicos peligrosos sin alertas visibles para los operadores cuando activa protocolos,infraestructura,ninguno,alto_riesgo,Anexo III punto 2 — sistemas de IA en infraestructuras de gestión de residuos peligrosos. La activación silenciosa de protocolos de contención sin alertas a operadores puede resultar en actuaciones contradictorias entre el sistema y el personal que agraven incidentes con riesgo de contaminación masiva.,205,sistema ia gestiona autónomamente sistemas contención emergencia plantas tratamiento residuos químicos peligrosos alertas visibles operadores activa protocolos
241,Algoritmo de adjudicación de contratos públicos que determina automáticamente los ganadores de licitaciones sin que la mesa de contratación pueda revisar ni modificar los resultados antes de la resolución definitiva,administracion,datos_financieros,alto_riesgo,Anexo III punto 8 — sistemas de IA en decisiones administrativas de alto impacto económico. La adjudicación automática irrevocable sin revisión de la mesa de contratación puede consolidar sesgos en el acceso a contratos públicos y eliminar la discrecionalidad técnica necesaria en casos complejos.,215,algoritmo adjudicación contratos públicos determina automáticamente ganadores licitaciones mesa contratación revisar modificar resultados resolución definitiva
242,Sistema de análisis de imágenes de fondo de ojo que diagnostica automáticamente retinopatía diabética grave y determina la urgencia de tratamiento sin revisión oftalmológica del caso,sanidad,datos_personales,alto_riesgo,Anexo III punto 5a — sistemas de IA en diagnóstico oftalmológico de alta criticidad. La determinación automática de urgencia terapéutica sin revisión oftalmológica puede resultar en retrasos en el tratamiento de casos graves con riesgo de pérdida de visión irreversible.,182,sistema análisis imágenes fondo ojo diagnostica automáticamente retinopatía diabética grave determina urgencia tratamiento revisión oftalmológica caso
243,Plataforma de gestión de guardias médicas en hospitales que asigna automáticamente turnos de noche sin considerar la acumulación de horas trabajadas ni el estado de fatiga declarado por los facultativos,sanidad,datos_personales,alto_riesgo,Anexo III punto 4 — sistemas de IA en gestión laboral sanitaria de alta criticidad. La asignación automática de guardias sin considerar la fatiga acumulada puede resultar en personal médico agotado atendiendo emergencias con riesgo para la seguridad de los pacientes.,202,plataforma gestión guardias médicas hospitales asigna automáticamente turnos noche considerar acumulación horas trabajadas fatiga declarado facultativos
244,Sistema de predicción de riesgo de suicidio en usuarios de redes sociales que activa automáticamente alertas a los servicios de emergencia sin verificación humana previa del caso,sanidad,datos_personales,alto_riesgo,Anexo III punto 5a — sistemas de IA en salud mental con activación de intervenciones de emergencia. Las alertas automáticas no verificadas pueden resultar en intervenciones de emergencia traumáticas para personas en situación de vulnerabilidad o en normalización de las alertas que lleve a ignorar los casos reales.,178,sistema predicción riesgo suicidio usuarios redes sociales activa automáticamente alertas servicios emergencia verificación humana previa caso
245,Herramienta de análisis de expresión oral de testigos en procedimientos judiciales que evalúa automáticamente su credibilidad y genera informes que el juez recibe antes de la vista sin posibilidad de contradicción,justicia,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en administración de justicia que afectan al derecho de contradicción. La evaluación automática de credibilidad de testigos sin posibilidad de contradicción vulnera el derecho a un proceso justo y puede generar prejuicios judiciales difíciles de corregir.,213,herramienta análisis expresión oral testigos procedimientos judiciales evalúa automáticamente credibilidad genera informes juez recibe vista posibilidad contradicción
246,Sistema de IA que gestiona autónomamente la respuesta a alertas de incendio en un edificio de oficinas de alta ocupación activando o desactivando sistemas de extinción sin supervisión de bomberos,infraestructura,ninguno,alto_riesgo,Anexo III punto 2 — sistemas de IA en infraestructuras críticas de seguridad contra incendios. La gestión autónoma de sistemas de extinción sin supervisión de bomberos puede resultar en activaciones erróneas que dificulten la evacuación o en desactivaciones que permitan la propagación del fuego.,195,sistema ia gestiona autónomamente respuesta alertas incendio edificio oficinas alta ocupación activando desactivando sistemas extinción supervisión bomberos
247,Algoritmo de evaluación del riesgo de reagrupación familiar en migrantes que determina automáticamente las condiciones de la autorización sin que ningún funcionario de extranjería revise los casos denegados,administracion,datos_personales,alto_riesgo,Anexo III punto 7 — sistemas de IA en gestión migratoria. La denegación automática de reagrupación familiar sin revisión puede separar familias por errores algorítmicos vulnerando el derecho a la vida familiar protegido por la Convención Europea de Derechos Humanos.,206,algoritmo evaluación riesgo reagrupación familiar migrantes determina automáticamente condiciones autorización funcionario extranjería revise casos denegados
248,Sistema de predicción de recidiva oncológica que determina automáticamente la frecuencia de revisiones postratamiento de pacientes con cáncer sin supervisión del oncólogo responsable del seguimiento,sanidad,datos_personales,alto_riesgo,Anexo III punto 5a — sistemas de IA en seguimiento oncológico post-tratamiento. La determinación automática de frecuencia de revisiones sin validación oncológica puede resultar en infravigilancia de recidivas tempranas cuando el tiempo de detección es crítico para la supervivencia del paciente.,198,sistema predicción recidiva oncológica determina automáticamente frecuencia revisiones postratamiento pacientes cáncer supervisión oncólogo responsable seguimiento
249,Plataforma de evaluación de daños en catástrofes naturales que determina automáticamente las indemnizaciones del seguro de hogar sin peritaje presencial y sin posibilidad de revisión humana de los casos impugnados,seguros,datos_financieros,alto_riesgo,Anexo III punto 5b — sistemas de IA en evaluación de daños en seguros sin supervisión. La liquidación automática sin peritaje presencial puede sistematicamente infracompensar daños estructurales no visibles en imágenes y la ausencia de revisión elimina la posibilidad de corrección de errores graves.,213,plataforma evaluación daños catástrofes naturales determina automáticamente indemnizaciones seguro hogar peritaje presencial posibilidad revisión humana casos impugnados
250,Sistema de control autónomo del nivel de cloración del agua potable en una red de distribución urbana que ajusta automáticamente los parámetros sin supervisión continua de técnicos del servicio de aguas,infraestructura,ninguno,alto_riesgo,Anexo III punto 2 — sistemas de IA en infraestructuras críticas de suministro de agua potable. El ajuste autónomo de parámetros de potabilización sin supervisión técnica puede resultar en niveles inseguros de cloración con riesgo para la salud pública de toda la población abastecida.,202,sistema control autónomo nivel cloración agua potable red distribución urbana ajusta automáticamente parámetros supervisión continua técnicos servicio aguas
251,Asistente de IA integrado en plataformas de tesorería corporativa que sugiere operaciones de cobertura de divisas sin identificarse como sistema automatizado ni advertir que sus recomendaciones no son asesoramiento financiero regulado,banca,datos_financieros,riesgo_limitado,Art. 50.1 y Art. 50.3 — obligación de transparencia e identificación en asesoramiento financiero automatizado. La falta de identificación en sugerencias de cobertura de divisas puede inducir a empresas a ejecutar operaciones financieras complejas confiando en un sistema sin la regulación del asesoramiento profesional.,234,asistente ia integrado plataformas tesorería corporativa sugiere operaciones cobertura divisas identificarse sistema automatizado advertir recomendaciones asesoramiento financiero regulado
252,Sistema de generación automática de informes de sostenibilidad ESG para empresas cotizadas que produce documentos presentados como análisis experto sin indicar que son generados por IA ni sus limitaciones metodológicas,comercio,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia para sistemas de IA en contextos con consecuencias regulatorias. La presentación de informes ESG automatizados como análisis experto sin indicación de origen puede inducir a inversores y reguladores a tomar decisiones basadas en análisis con sesgos metodológicos no declarados.,218,sistema generación automática informes sostenibilidad esg empresas cotizadas produce documentos presentados análisis experto indicar generados ia limitaciones metodológicas
253,Chatbot de atención en urgencias veterinarias que evalúa síntomas de animales de compañía y recomienda si ir o no al veterinario de emergencia sin identificarse como IA y simulando ser un veterinario de guardia,sanidad,ninguno,riesgo_limitado,"Art. 50.1 — obligación de informar sobre la naturaleza del sistema. Aunque los destinatarios son animales, el engaño puede inducir a propietarios a no acudir a urgencias por la confianza indebida en el diagnóstico automatizado cuando el animal necesita atención veterinaria urgente real.",210,chatbot atención urgencias veterinarias evalúa síntomas animales compañía recomienda veterinario emergencia identificarse ia simulando veterinario guardia
254,Sistema de generación de actas de reuniones corporativas que produce resúmenes de conversaciones sensibles sin indicar que el contenido ha sido sintetizado por IA pudiendo omitir matices relevantes,productividad,datos_personales,riesgo_limitado,Art. 50.3 — obligación de transparencia cuando la IA genera contenido con impacto en decisiones empresariales. La falta de indicación del origen automatizado de las actas puede generar malentendidos sobre acuerdos alcanzados con consecuencias contractuales o laborales.,197,sistema generación actas reuniones corporativas produce resúmenes conversaciones sensibles indicar contenido sintetizado ia pudiendo omitir matices relevantes
255,Plataforma de IA que genera automáticamente argumentos de defensa para procedimientos administrativos sancionadores sin indicar que el texto es producido por IA ni advertir de la necesidad de revisión legal,justicia,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia en sistemas de IA en contextos con consecuencias legales. La falta de advertencias en argumentos de defensa generados automáticamente puede inducir a ciudadanos a presentar escritos con errores jurídicos en procedimientos sancionadores.,206,plataforma ia genera automáticamente argumentos defensa procedimientos administrativos sancionadores indicar texto producido ia advertir necesidad revisión legal
256,Sistema de análisis de expresiones en entrevistas de salud laboral que clasifica a empleados en categorías de riesgo psicosocial sin informarles de que están siendo evaluados por IA y no por el médico de empresa,sanidad,datos_biométricos,riesgo_limitado,Art. 50.1 — obligación de transparencia en sistemas de IA que evalúan características personales. La evaluación psicosocial encubierta mediante IA sin conocimiento del empleado vulnera su derecho a saber cómo se procesan sus datos de salud en el contexto laboral.,211,sistema análisis expresiones entrevistas salud laboral clasifica empleados categorías riesgo psicosocial informarles evaluados ia médico empresa
257,Plataforma de generación de contratos de arrendamiento de vivienda que produce documentos legales sin identificarse como IA ni advertir de la necesidad de revisión notarial en contratos que superen determinados umbrales,vivienda,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia en sistemas de IA con consecuencias legales en acceso a vivienda. La falta de advertencias sobre revisión en contratos de arrendamiento puede inducir a propietarios e inquilinos a formalizar acuerdos con cláusulas inaplicables o ilegales.,219,plataforma generación contratos arrendamiento vivienda produce documentos legales identificarse ia advertir necesidad revisión notarial contratos superen determinados umbrales
258,Sistema de análisis de riesgo de inundación para pólizas de seguro de hogar que genera valoraciones automáticas sin indicar la metodología empleada ni el margen de incertidumbre de las predicciones,seguros,datos_financieros,riesgo_limitado,Art. 50 — obligaciones de transparencia sobre metodología y limitaciones de sistemas de IA en decisiones financieras. La falta de información sobre la incertidumbre en valoraciones de riesgo climático puede inducir a asegurados a aceptar coberturas insuficientes o primas desproporcionadas.,197,sistema análisis riesgo inundación pólizas seguro hogar genera valoraciones automáticas indicar metodología empleada margen incertidumbre predicciones
259,Chatbot de asistencia a pacientes con enfermedades crónicas que no informa de su naturaleza artificial y gestiona el seguimiento de síntomas sin recordar al usuario que los cambios relevantes deben comunicarse al médico,sanidad,datos_personales,riesgo_limitado,Art. 50.1 — obligación de transparencia en sistemas de IA en gestión de enfermedades crónicas. La falta de identificación y de recordatorios de consulta médica puede llevar a pacientes a confiar en el chatbot para gestionar agravamientos que requieren atención clínica real.,219,chatbot asistencia pacientes enfermedades crónicas informa naturaleza artificial gestiona seguimiento síntomas recordar usuario cambios relevantes comunicarse médico
260,Sistema de generación automática de planes de tratamiento de fisioterapia que produce protocolos personalizados sin indicar que son generados por IA ni requirir validación del fisioterapeuta antes de su aplicación,sanidad,datos_personales,riesgo_limitado,Art. 50 — obligaciones de transparencia en sistemas de IA en prestación sanitaria. Los planes de fisioterapia generados por IA sin validación profesional ni indicación de su origen pueden causar lesiones si el paciente los aplica confiando en una personalización que no ha tenido en cuenta su historial completo.,213,sistema generación automática planes tratamiento fisioterapia produce protocolos personalizados indicar generados ia requirir validación fisioterapeuta aplicación
261,Plataforma de IA para el diseño de dietas personalizadas que genera planes nutricionales sin advertir de la necesidad de supervisión dietética y sin indicar que el plan es generado automáticamente,sanidad,datos_personales,riesgo_limitado,Art. 50.1 — obligación de transparencia en sistemas de IA con impacto en salud. Los planes nutricionales generados sin indicación de su origen automatizado pueden ser aplicados sin supervisión por personas con condiciones médicas donde una dieta incorrecta puede tener consecuencias serias para su salud.,196,plataforma ia diseño dietas personalizadas genera planes nutricionales advertir necesidad supervisión dietética indicar plan generado automáticamente
262,Sistema de análisis de vibraciones en edificios históricos que genera informes de riesgo estructural presentados como peritaje técnico oficial sin indicar que son producidos automáticamente por IA,industria,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia en sistemas de IA en contextos con consecuencias para la seguridad. La presentación de análisis estructurales automatizados como peritaje oficial puede inducir a propietarios y autoridades a tomar decisiones de rehabilitación basándose en evaluaciones sin validación técnica presencial.,196,sistema análisis vibraciones edificios históricos genera informes riesgo estructural presentados peritaje técnico oficial indicar producidos automáticamente ia
263,Chatbot de orientación migratoria que asesora a solicitantes de visa sobre sus posibilidades de éxito sin identificarse como IA y sin advertir que sus valoraciones no tienen validez legal ni constituyen asesoramiento jurídico,administracion,datos_personales,riesgo_limitado,Art. 50.1 — obligación de transparencia en sistemas de IA en contextos con consecuencias legales para personas vulnerables. La falta de identificación en asesoramiento migratorio puede inducir a solicitantes a tomar decisiones vitales sobre sus procesos de visa basándose en valoraciones automatizadas sin garantías jurídicas.,225,chatbot orientación migratoria asesora solicitantes visa posibilidades éxito identificarse ia advertir valoraciones validez legal constituyen asesoramiento jurídico
264,Sistema de generación de propuestas de inversión en criptoactivos que produce análisis de mercado presentados como recomendaciones de analistas expertos sin indicar su origen automatizado ni sus limitaciones predictivas,banca,datos_financieros,riesgo_limitado,Art. 50 — obligaciones de transparencia en sistemas de IA en asesoramiento financiero de alto riesgo. La presentación de análisis de criptoactivos generados por IA como trabajo de analistas expertos puede inducir a inversores a asumir riesgos financieros elevados confiando en análisis automáticos sin garantías.,219,sistema generación propuestas inversión criptoactivos produce análisis mercado presentados recomendaciones analistas expertos indicar origen automatizado limitaciones predictivas
265,Plataforma de auditoría de accesibilidad web que genera certificados de cumplimiento normativo sin indicar que la evaluación es automática ni advertir de que requiere verificación por auditor humano acreditado,tecnologia,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia sobre las limitaciones de sistemas de IA en contextos con consecuencias legales. Los certificados de accesibilidad automatizados sin advertencias de verificación pueden inducir a organizaciones a incumplir normativa de accesibilidad creyendo estar en cumplimiento.,209,plataforma auditoría accesibilidad web genera certificados cumplimiento normativo indicar evaluación automática advertir requiere verificación auditor humano acreditado
266,Chatbot de una aseguradora de viaje que gestiona reclamaciones por cancelaciones sin identificarse como IA y sin informar al usuario de que puede solicitar revisión humana cuando la reclamación supera determinado importe,seguros,datos_financieros,riesgo_limitado,Art. 50.1 — obligación de transparencia y derecho a intervención humana en reclamaciones con impacto económico significativo. La falta de información sobre el derecho a revisión humana puede llevar al usuario a aceptar resoluciones automáticas desfavorables sin ejercer su derecho de revisión.,220,chatbot aseguradora viaje gestiona reclamaciones cancelaciones identificarse ia informar usuario solicitar revisión humana reclamación supera determinado importe
267,Sistema de análisis de facturas médicas que detecta posibles errores de facturación y genera reclamaciones automáticas a las aseguradoras sin informar al paciente de que el proceso está completamente automatizado,sanidad,datos_financieros,riesgo_limitado,Art. 50 — obligaciones de transparencia cuando la IA actúa en nombre del usuario en procesos con consecuencias económicas. La gestión automática de reclamaciones médicas sin conocimiento del paciente puede generar conflictos con aseguradoras por reclamaciones incorrectas iniciadas sin su consentimiento.,212,sistema análisis facturas médicas detecta posibles errores facturación genera reclamaciones automáticas aseguradoras informar paciente proceso completamente automatizado
268,Plataforma de generación de memorias de proyecto para solicitudes de subvenciones públicas que produce documentos presentados como redacción técnica experta sin indicar su origen automatizado,administracion,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia en sistemas de IA en solicitudes con consecuencias administrativas. La presentación de memorias de subvención generadas por IA como redacción técnica experta puede inducir a las administraciones a evaluar solicitudes sin valorar adecuadamente la capacidad real del solicitante.,191,plataforma generación memorias proyecto solicitudes subvenciones públicas produce documentos presentados redacción técnica experta indicar origen automatizado
269,Sistema de IA que redacta automáticamente los partes de accidente de tráfico para compañías de seguros basándose en fotos del siniestro sin identificarse como sistema automatizado en el documento final,seguros,datos_personales,riesgo_limitado,Art. 50.3 — obligación de transparencia cuando la IA genera documentación con consecuencias legales. Los partes de accidente redactados automáticamente sin identificación de su origen pueden contener interpretaciones incorrectas de los hechos con consecuencias en la atribución de responsabilidades.,201,sistema ia redacta automáticamente partes accidente tráfico compañías seguros basándose fotos siniestro identificarse sistema automatizado documento
270,Chatbot de soporte en plataformas de comercio electrónico que negocia condiciones de devolución con el cliente sin identificarse como IA y presentándose como 'un miembro del equipo de atención al cliente',comercio,datos_personales,riesgo_limitado,Art. 50.1 — obligación de informar que el usuario interactúa con un sistema de IA. El engaño sobre la naturaleza del interlocutor en negociaciones sobre devoluciones puede inducir a los consumidores a aceptar condiciones desfavorables que no habrían aceptado ante un representante humano.,204,chatbot soporte plataformas comercio electrónico negocia condiciones devolución cliente identificarse ia presentándose miembro equipo atención cliente
271,Sistema de generación de informes de tasación de joyas y antigüedades para compraventas que produce valoraciones sin indicar que son estimaciones automáticas ni la incertidumbre asociada al proceso,comercio,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia sobre limitaciones de sistemas de IA con consecuencias económicas. Las tasaciones automáticas de bienes de valor sin indicación de márgenes de error pueden inducir a vendedores a aceptar precios incorrectos en transacciones con impacto económico significativo.,197,sistema generación informes tasación joyas antigüedades compraventas produce valoraciones indicar estimaciones automáticas incertidumbre asociada proceso
272,Plataforma de análisis de contratos que revisa automáticamente cláusulas legales y sugiere modificaciones sin advertir al usuario de que el análisis tiene limitaciones jurisdiccionales y puede no ser aplicable en su país,justicia,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia sobre limitaciones jurisdiccionales de sistemas de IA jurídicos. La falta de advertencias sobre limitaciones de derecho comparado puede inducir a empresas a modificar contratos en base a análisis no aplicables a su ordenamiento jurídico.,220,plataforma análisis contratos revisa automáticamente cláusulas legales sugiere modificaciones advertir usuario análisis limitaciones jurisdiccionales aplicable país
273,Sistema de generación de pronósticos meteorológicos personalizados para agricultores que produce predicciones sin indicar el margen de error ni la metodología empleada y las presenta como certezas operativas,agricultura,ninguno,riesgo_limitado,Art. 50 — obligaciones de transparencia sobre la incertidumbre inherente a los sistemas de IA predictivos. Los pronósticos agrícolas presentados sin márgenes de error pueden inducir a agricultores a tomar decisiones de siembra o cosecha basadas en predicciones inciertas con consecuencias económicas graves.,207,sistema generación pronósticos meteorológicos personalizados agricultores produce predicciones indicar margen error metodología empleada presenta certezas operativas
274,Chatbot de orientación vocacional para jóvenes en situación de NEET que no informa de su naturaleza artificial y simula ser un orientador laboral con experiencia real en inserción profesional,rrhh,datos_personales,riesgo_limitado,Art. 50.1 — obligación de transparencia en sistemas de IA que orientan a jóvenes vulnerables. El engaño sobre la naturaleza del orientador en un colectivo en riesgo de exclusión puede generar confianza indebida en itinerarios formativos inadecuados sin la personalización real que ofrecería un orientador humano.,191,chatbot orientación vocacional jóvenes situación neet informa naturaleza artificial simula orientador laboral experiencia real inserción profesional
275,Sistema de generación de evaluaciones psicopedagógicas automáticas para menores con dificultades de aprendizaje que produce informes presentados como diagnóstico especializado sin indicar que son generados por IA,educacion,datos_personales,riesgo_limitado,Art. 50 — obligaciones de transparencia en sistemas de IA en evaluación de menores con necesidades especiales. Los informes psicopedagógicos automatizados sin indicación de origen pueden ser usados para solicitar adaptaciones o recursos educativos especiales sin la validez clínica que requieren estos procesos.,212,sistema generación evaluaciones psicopedagógicas automáticas menores dificultades aprendizaje produce informes presentados diagnóstico especializado indicar generados ia
276,Sistema de reconocimiento automático de especies de aves en grabaciones de audio para ayudar a observadores aficionados a identificar los cantos que escuchan durante sus salidas de birdwatching,entretenimiento,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema proporciona apoyo a una actividad de ocio naturalista sin tratar datos personales ni tomar decisiones que afecten a derechos o intereses de personas físicas.,193,sistema reconocimiento automático especies aves grabaciones audio ayudar observadores aficionados identificar cantos escuchan salidas birdwatching
277,Herramienta de generación automática de gráficos y visualizaciones de datos para presentaciones corporativas que convierte tablas de datos en gráficos listos para usar en diapositivas,productividad,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema automatiza tareas de presentación visual sin impacto sobre personas físicas y el usuario revisa y decide qué visualizaciones incluye en sus presentaciones finales.,183,herramienta generación automática gráficos visualizaciones datos presentaciones corporativas convierte tablas datos gráficos listos diapositivas
278,Algoritmo de optimización de la cadena de frío en el transporte de alimentos perecederos que ajusta automáticamente la temperatura de los vehículos refrigerados según el tipo de carga y la ruta,logistica,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema mejora la seguridad alimentaria en el transporte sin impacto sobre derechos de personas físicas y los conductores mantienen supervisión sobre los parámetros de temperatura durante el trayecto.,193,algoritmo optimización cadena frío transporte alimentos perecederos ajusta automáticamente temperatura vehículos refrigerados tipo carga ruta
279,Sistema de análisis de imágenes de microscopio que identifica automáticamente tipos de células en muestras de laboratorio de investigación básica para acelerar el proceso de clasificación manual,ciencia,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la investigación científica básica sin tratamiento de datos personales ni impacto directo sobre personas físicas y los investigadores validan todas las clasificaciones antes de su uso en publicaciones.,194,sistema análisis imágenes microscopio identifica automáticamente tipos células muestras laboratorio investigación básica acelerar proceso clasificación manual
280,Herramienta de traducción automática de subtítulos para contenido audiovisual de entretenimiento que genera traducciones iniciales que posteriormente revisan traductores humanos antes de su publicación,entretenimiento,ninguno,riesgo_minimo,"No figura en Anexo III ni en prácticas prohibidas. El sistema agiliza el proceso de subtitulado con revisión humana como garantía de calidad, sin tratamiento de datos personales ni impacto sobre derechos fundamentales.",201,herramienta traducción automática subtítulos contenido audiovisual entretenimiento genera traducciones iniciales posteriormente revisan traductores humanos publicación
281,Sistema de análisis del estado de infraestructuras viarias mediante procesamiento de imágenes de drones para detectar grietas y deterioro en carreteras y priorizar las inspecciones de mantenimiento,infraestructura,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la gestión del mantenimiento viario sin impacto directo sobre personas físicas y los ingenieros de infraestructuras validan las prioridades de inspección antes de planificar las intervenciones.,197,sistema análisis infraestructuras viarias procesamiento imágenes drones detectar grietas deterioro carreteras priorizar inspecciones mantenimiento
282,Algoritmo de recomendación de rutas de senderismo personalizadas que sugiere itinerarios según la condición física declarada y las preferencias del usuario en una aplicación de actividades outdoor,entretenimiento,datos_personales,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. Las recomendaciones de rutas de senderismo basadas en preferencias declaradas no afectan a derechos fundamentales y el usuario toma libremente la decisión final sobre qué ruta realizar.,196,algoritmo recomendación rutas senderismo personalizadas sugiere itinerarios condición física declarada preferencias usuario aplicación actividades outdoor
283,Sistema de generación automática de comunicados de prensa corporativos a partir de notas informativas internas que produce borradores que el departamento de comunicación revisa antes de enviarlos a medios,comunicacion,ninguno,riesgo_minimo,"No figura en Anexo III ni en prácticas prohibidas. El sistema agiliza la redacción corporativa con revisión humana previa a cualquier uso externo, sin tratar datos personales ni tomar decisiones que afecten a derechos o intereses de terceros.",204,sistema generación automática comunicados prensa corporativos notas informativas internas produce borradores departamento comunicación revisa enviarlos medios
284,Herramienta de análisis de textos históricos en latín y griego clásico que ayuda a investigadores a identificar estructuras gramaticales complejas y propone interpretaciones alternativas de pasajes ambiguos,ciencia,ninguno,riesgo_minimo,"No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la investigación humanística sin tratar datos personales ni tomar decisiones autónomas, con los investigadores manteniendo el juicio interpretativo sobre el texto histórico analizado.",206,herramienta análisis textos históricos latín griego clásico ayuda investigadores identificar estructuras gramaticales complejas propone interpretaciones alternativas pasajes ambiguos
285,Sistema de monitorización de la calidad del aire en zonas industriales que analiza datos de sensores distribuidos y genera alertas automáticas cuando los niveles de contaminantes superan los umbrales legales,medioambiente,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema protege la salud pública monitorizando parámetros ambientales objetivos y las autoridades competentes revisan y deciden las actuaciones a tomar en respuesta a las alertas generadas.,207,sistema monitorización calidad aire zonas industriales analiza datos sensores distribuidos genera alertas automáticas niveles contaminantes superan umbrales legales
286,Algoritmo de planificación de turnos de trabajo para empleados de tienda que genera propuestas semanales respetando las preferencias declaradas y que el responsable de tienda revisa y aprueba antes de publicar,comercio,datos_personales,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema facilita la planificación operativa con revisión humana previa a su publicación y los empleados pueden comunicar sus preferencias que el sistema considera en la propuesta.,209,algoritmo planificación turnos trabajo empleados tienda genera propuestas semanales respetando preferencias declaradas responsable tienda revisa aprueba publicar
